Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-05-22,3.0,0.32871806905234663,0.32871806905234663
2025-05-23,2.0,-0.23849764769485882,-0.23849764769485882
2025-05-27,3.0,0.32871806905234663,0.32871806905234663
2025-05-28,2.25,-0.09669371850805746,-0.09669371850805746
2025-06-02,2.25,-0.09669371850805746,-0.09669371850805746
2025-06-03,1.25,-0.6639094352552629,-0.6639094352552629
2025-06-04,1.5,-0.5221055060684615,-0.5221055060684615
2025-06-05,1.25,-0.6639094352552629,-0.6639094352552629
2025-06-09,2.0,-0.23849764769485882,-0.23849764769485882
2025-06-10,1.25,-0.6639094352552629,-0.6639094352552629
2025-06-13,2.7559814453127274,0.19030690965578814,0.19030690965578814
2025-06-16,1.25,-0.6639094352552629,-0.6639094352552629
2025-06-17,1.5,-0.5221055060684615,-0.5221055060684615
2025-06-18,3.25,0.47052199823914803,0.47052199823914803
2025-06-20,1.5,-0.5221055060684615,-0.5221055060684615
2025-06-23,3.25,0.47052199823914803,0.47052199823914803
2025-06-24,1.75,-0.3803015768816602,-0.3803015768816602
2025-06-25,1.75,-0.3803015768816602,-0.3803015768816602
2025-06-30,2.25,-0.09669371850805746,-0.09669371850805746
2025-07-01,2.0,-0.23849764769485882,-0.23849764769485882
2025-07-02,1.5,-0.5221055060684615,-0.5221055060684615
2025-07-07,1.75,-0.3803015768816602,-0.3803015768816602
2025-07-08,1.75,-0.3803015768816602,-0.3803015768816602
2025-07-09,1.25,-0.6639094352552629,-0.6639094352552629
2025-07-10,1.25,-0.6639094352552629,-0.6639094352552629
2025-07-11,2.0,-0.23849764769485882,-0.23849764769485882
2025-07-14,1.75,-0.3803015768816602,-0.3803015768816602
2025-07-17,2.25,-0.09669371850805746,-0.09669371850805746
2025-07-18,1.75,-0.3803015768816602,-0.3803015768816602
2025-07-21,2.0,-0.23849764769485882,-0.23849764769485882
2025-07-22,1.25,-0.6639094352552629,-0.6639094352552629
2025-07-23,1.25,-0.6639094352552629,-0.6639094352552629
2025-07-24,2.5,0.045110210678743906,0.045110210678743906
