Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2024-12-31,2.5,-0.8094909112986254,-0.8094909112986254
2025-01-02,4.5,-0.18070305279443,-0.18070305279443
2025-01-03,2.0,-0.9666878759246743,-0.9666878759246743
2025-01-06,5.5,0.13369087645766772,0.13369087645766772
2025-01-07,4.0,-0.33790001742047887,-0.33790001742047887
2025-01-08,8.5,1.0768726642139608,1.0768726642139608
2025-01-16,4.0,-0.33790001742047887,-0.33790001742047887
2025-01-17,4.5,-0.18070305279443,-0.18070305279443
2025-01-21,5.0,-0.02350608816838114,-0.02350608816838114
2025-01-22,5.0,-0.02350608816838114,-0.02350608816838114
2025-01-23,3.0,-0.6522939466725766,-0.6522939466725766
2025-01-27,3.5,-0.4950969820465277,-0.4950969820465277
2025-01-28,4.0,-0.33790001742047887,-0.33790001742047887
2025-01-29,6.0,0.29088784108371657,0.29088784108371657
2025-02-03,8.5,1.0768726642139608,1.0768726642139608
2025-02-04,3.0,-0.6522939466725766,-0.6522939466725766
2025-02-05,3.0,-0.6522939466725766,-0.6522939466725766
2025-02-06,2.5,-0.8094909112986254,-0.8094909112986254
2025-02-11,1.5,-1.1238848405507231,-1.1238848405507231
2025-02-14,2.0,-0.9666878759246743,-0.9666878759246743
2025-02-18,4.0,-0.33790001742047887,-0.33790001742047887
2025-02-19,2.5,-0.8094909112986254,-0.8094909112986254
2025-02-20,2.5,-0.8094909112986254,-0.8094909112986254
2025-02-24,3.5,-0.4950969820465277,-0.4950969820465277
2025-02-25,4.0,-0.33790001742047887,-0.33790001742047887
2025-02-26,7.0,0.6052817703358143,0.6052817703358143
2025-03-03,10.0,1.5484635580921073,1.5484635580921073
2025-03-04,12.0,2.177251416596303,2.177251416596303
2025-03-05,7.0,0.6052817703358143,0.6052817703358143
2025-03-06,4.0,-0.33790001742047887,-0.33790001742047887
2025-03-11,3.5,-0.4950969820465277,-0.4950969820465277
2025-03-17,7.0,0.6052817703358143,0.6052817703358143
2025-03-18,4.0,-0.33790001742047887,-0.33790001742047887
2025-03-19,8.5,1.0768726642139608,1.0768726642139608
2025-03-20,2.5,-0.8094909112986254,-0.8094909112986254
2025-03-21,2.5,-0.8094909112986254,-0.8094909112986254
2025-03-24,2.0,-0.9666878759246743,-0.9666878759246743
2025-03-25,2.5,-0.8094909112986254,-0.8094909112986254
2025-03-26,5.0,-0.02350608816838114,-0.02350608816838114
2025-03-31,9.5,1.3912665934660586,1.3912665934660586
2025-04-01,4.0,-0.33790001742047887,-0.33790001742047887
2025-04-02,4.0,-0.33790001742047887,-0.33790001742047887
2025-04-03,6.0,0.29088784108371657,0.29088784108371657
2025-04-07,18.5,4.220811956734938,4.220811956734938
2025-04-08,17.5,3.90641802748284,3.90641802748284
2025-04-09,20.0,4.692402850613084,4.692402850613084
2025-04-15,4.0,-0.33790001742047887,-0.33790001742047887
2025-04-16,5.0,-0.02350608816838114,-0.02350608816838114
2025-04-17,4.0,-0.33790001742047887,-0.33790001742047887
2025-04-21,4.5,-0.18070305279443,-0.18070305279443
2025-04-22,3.0,-0.6522939466725766,-0.6522939466725766
2025-04-23,3.5,-0.4950969820465277,-0.4950969820465277
2025-04-24,2.0,-0.9666878759246743,-0.9666878759246743
2025-04-28,4.0,-0.33790001742047887,-0.33790001742047887
2025-04-29,4.0,-0.33790001742047887,-0.33790001742047887
2025-05-01,7.0,0.6052817703358143,0.6052817703358143
2025-05-05,3.5,-0.4950969820465277,-0.4950969820465277
2025-05-06,4.0,-0.33790001742047887,-0.33790001742047887
2025-05-07,5.0,-0.02350608816838114,-0.02350608816838114
2025-05-09,3.0,-0.6522939466725766,-0.6522939466725766
2025-05-14,3.0,-0.6522939466725766,-0.6522939466725766
2025-05-19,8.5,1.0768726642139608,1.0768726642139608
2025-05-20,4.0,-0.33790001742047887,-0.33790001742047887
2025-05-21,4.0,-0.33790001742047887,-0.33790001742047887
2025-05-22,5.5,0.13369087645766772,0.13369087645766772
2025-05-23,3.5,-0.4950969820465277,-0.4950969820465277
2025-05-27,6.0,0.29088784108371657,0.29088784108371657
2025-05-28,9.5,1.3912665934660586,1.3912665934660586
2025-06-02,12.0,2.177251416596303,2.177251416596303
2025-06-03,2.5,-0.8094909112986254,-0.8094909112986254
2025-06-04,3.0,-0.6522939466725766,-0.6522939466725766
2025-06-05,10.5,1.7056605227181563,1.7056605227181563
