Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-05-08,4.25,0.028801663037630695,0.028801663037630695
2025-05-09,2.0,-0.9415928300763899,-0.9415928300763899
2025-05-12,4.25,0.028801663037630695,0.028801663037630695
2025-05-14,4.5,0.13662327338363298,0.13662327338363298
2025-05-16,2.75,-0.618127999038383,-0.618127999038383
2025-05-19,5.25,0.46008810442163983,0.46008810442163983
2025-05-20,3.0,-0.5103063886923808,-0.5103063886923808
2025-05-21,2.25,-0.8337712197303876,-0.8337712197303876
2025-05-22,4.75,0.24444488372963527,0.24444488372963527
2025-05-23,9.75,2.400877090649681,2.400877090649681
2025-05-26,2.5,-0.7259496093843854,-0.7259496093843854
2025-05-27,2.5,-0.7259496093843854,-0.7259496093843854
2025-05-28,5.5,0.5679097147676422,0.5679097147676422
2025-06-02,2.25,-0.8337712197303876,-0.8337712197303876
2025-06-03,3.25,-0.40248477834637847,-0.40248477834637847
2025-06-04,1.75,-1.0494144404223922,-1.0494144404223922
2025-06-05,6.5,0.9991961561516512,0.9991961561516512
2025-06-09,3.0,-0.5103063886923808,-0.5103063886923808
2025-06-10,2.0,-0.9415928300763899,-0.9415928300763899
2025-06-13,6.0,0.7835529354596468,0.7835529354596468
2025-06-16,4.75,0.24444488372963527,0.24444488372963527
2025-06-17,7.0,1.2148393768436558,1.2148393768436558
2025-06-18,3.25,-0.40248477834637847,-0.40248477834637847
2025-06-19,4.75,0.24444488372963527,0.24444488372963527
2025-06-20,3.75,-0.18684155765437388,-0.18684155765437388
2025-06-23,6.75,1.1070177664976535,1.1070177664976535
2025-06-24,3.5,-0.2946631680003762,-0.2946631680003762
2025-06-25,4.75,0.24444488372963527,0.24444488372963527
2025-06-30,2.75,-0.618127999038383,-0.618127999038383
2025-07-01,4.5,0.13662327338363298,0.13662327338363298
2025-07-02,2.25,-0.8337712197303876,-0.8337712197303876
2025-07-04,1.5,-1.1572360507683945,-1.1572360507683945
2025-07-07,2.75,-0.618127999038383,-0.618127999038383
2025-07-08,3.25,-0.40248477834637847,-0.40248477834637847
2025-07-09,5.25,0.46008810442163983,0.46008810442163983
2025-07-10,2.75,-0.618127999038383,-0.618127999038383
2025-07-11,2.75,-0.618127999038383,-0.618127999038383
2025-07-14,4.25,0.028801663037630695,0.028801663037630695
2025-07-17,6.0,0.7835529354596468,0.7835529354596468
2025-07-18,3.0,-0.5103063886923808,-0.5103063886923808
2025-07-21,2.5,-0.7259496093843854,-0.7259496093843854
2025-07-22,5.75,0.6757313251136444,0.6757313251136444
2025-07-23,3.0,-0.5103063886923808,-0.5103063886923808
2025-07-24,4.5,0.13662327338363298,0.13662327338363298
