Date,"Volatility of Returns (Session:All day, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-03-21,6.5,-0.3833309013599567,-0.3833309013599567
2025-03-23,3.0,-1.0706933836170598,-1.0706933836170598
2025-03-24,7.5,-0.18694162071507012,-0.18694162071507012
2025-03-25,8.0,-0.08874698039262684,-0.08874698039262684
2025-03-26,5.25,-0.6288175021660649,-0.6288175021660649
2025-03-30,5.75,-0.5306228618436216,-0.5306228618436216
2025-03-31,9.25,0.15673962041348138,0.15673962041348138
2025-04-01,7.75,-0.13784430055384847,-0.13784430055384847
2025-04-02,25.75,3.3971627510541103,3.3971627510541103
2025-04-03,17.25,1.727853865572574,1.727853865572574
2025-04-04,20.25,2.3170217075072337,2.3170217075072337
2025-04-06,14.75,1.2368806639603576,1.2368806639603576
2025-04-07,38.25,5.852028759115193,5.852028759115193
2025-04-08,32.5,4.722790395407094,4.722790395407094
2025-04-09,19.5,2.1697297470235686,2.1697297470235686
2025-04-13,9.25,0.15673962041348138,0.15673962041348138
2025-04-14,16.25,1.5314645849276873,1.5314645849276873
2025-04-15,11.5,0.5986155018644762,0.5986155018644762
2025-04-16,10.25,0.35312890105836797,0.35312890105836797
2025-04-17,6.25,-0.4324282215211783,-0.4324282215211783
2025-04-20,2.5,-1.168888023939503,-1.168888023939503
2025-04-21,9.75,0.2549342607359247,0.2549342607359247
2025-04-22,8.0,-0.08874698039262684,-0.08874698039262684
2025-04-23,11.5,0.5986155018644762,0.5986155018644762
2025-04-24,8.0,-0.08874698039262684,-0.08874698039262684
2025-04-25,9.75,0.2549342607359247,0.2549342607359247
2025-04-27,2.25,-1.2179853441007247,-1.2179853441007247
2025-04-28,10.5,0.4022262212195896,0.4022262212195896
2025-04-29,9.75,0.2549342607359247,0.2549342607359247
2025-05-01,14.5,1.1877833437991359,1.1877833437991359
2025-05-04,3.5,-0.9724987432946164,-0.9724987432946164
2025-05-05,8.5,0.009447659929816455,0.009447659929816455
2025-05-06,8.5,0.009447659929816455,0.009447659929816455
2025-05-07,9.0,0.10764230025225974,0.10764230025225974
2025-05-08,12.5,0.7950047825093628,0.7950047825093628
2025-05-09,5.0,-0.6779148223272866,-0.6779148223272866
2025-05-11,2.0,-1.2670826642619464,-1.2670826642619464
2025-05-12,9.0,0.10764230025225974,0.10764230025225974
2025-05-14,11.25,0.5495181817032545,0.5495181817032545
2025-05-16,11.25,0.5495181817032545,0.5495181817032545
2025-05-18,5.25,-0.6288175021660649,-0.6288175021660649
2025-05-19,12.0,0.6968101421869195,0.6968101421869195
2025-05-20,7.25,-0.23603894087629176,-0.23603894087629176
2025-05-21,10.25,0.35312890105836797,0.35312890105836797
2025-05-22,10.75,0.45132354138081127,0.45132354138081127
2025-05-23,10.5,0.4022262212195896,0.4022262212195896
2025-05-25,5.0,-0.6779148223272866,-0.6779148223272866
2025-05-26,7.0,-0.2851362610375134,-0.2851362610375134
2025-05-27,6.25,-0.4324282215211783,-0.4324282215211783
2025-05-28,10.75,0.45132354138081127,0.45132354138081127
2025-06-01,4.0,-0.8743041029721731,-0.8743041029721731
2025-06-02,6.25,-0.4324282215211783,-0.4324282215211783
2025-06-03,7.5,-0.18694162071507012,-0.18694162071507012
2025-06-04,13.25,0.9422967429930277,0.9422967429930277
2025-06-05,11.5,0.5986155018644762,0.5986155018644762
2025-06-08,3.0,-1.0706933836170598,-1.0706933836170598
2025-06-09,5.25,-0.6288175021660649,-0.6288175021660649
2025-06-10,5.25,-0.6288175021660649,-0.6288175021660649
2025-06-13,14.25,1.1386860236379144,1.1386860236379144
2025-06-15,4.0,-0.8743041029721731,-0.8743041029721731
2025-06-16,7.25,-0.23603894087629176,-0.23603894087629176
2025-06-17,8.0,-0.08874698039262684,-0.08874698039262684
2025-06-18,7.25,-0.23603894087629176,-0.23603894087629176
2025-06-19,5.25,-0.6288175021660649,-0.6288175021660649
2025-06-20,9.5,0.20583694057470303,0.20583694057470303
2025-06-22,5.25,-0.6288175021660649,-0.6288175021660649
2025-06-23,13.75,1.040491383315471,1.040491383315471
2025-06-24,7.5,-0.18694162071507012,-0.18694162071507012
2025-06-25,7.5,-0.18694162071507012,-0.18694162071507012
2025-06-29,2.5,-1.168888023939503,-1.168888023939503
2025-06-30,7.5,-0.18694162071507012,-0.18694162071507012
2025-07-01,11.0,0.5004208615420329,0.5004208615420329
2025-07-02,6.25,-0.4324282215211783,-0.4324282215211783
2025-07-04,4.5,-0.7761094626497298,-0.7761094626497298
2025-07-06,2.0,-1.2670826642619464,-1.2670826642619464
2025-07-07,7.5,-0.18694162071507012,-0.18694162071507012
2025-07-08,5.75,-0.5306228618436216,-0.5306228618436216
2025-07-09,11.0,0.5004208615420329,0.5004208615420329
2025-07-10,4.75,-0.7270121424885082,-0.7270121424885082
2025-07-11,7.0,-0.2851362610375134,-0.2851362610375134
2025-07-13,0.0,-1.6598612255517196,-1.6598612255517196
2025-07-14,4.75,-0.7270121424885082,-0.7270121424885082
2025-07-17,7.25,-0.23603894087629176,-0.23603894087629176
2025-07-18,4.75,-0.7270121424885082,-0.7270121424885082
2025-07-20,0.0,-1.6598612255517196,-1.6598612255517196
2025-07-21,7.5,-0.18694162071507012,-0.18694162071507012
2025-07-22,7.25,-0.23603894087629176,-0.23603894087629176
2025-07-23,5.75,-0.5306228618436216,-0.5306228618436216
2025-07-24,6.0,-0.48152554168239997,-0.48152554168239997
2025-07-25,2.75,-1.1197907037782813,-1.1197907037782813
