Date,"Volatility of Returns (Session:Asia 18-24 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-12-04,2.5,-0.30460284340694177,-0.30460284340694177
2024-12-05,3.25,-0.03592246780081868,-0.03592246780081868
2024-12-08,4.0,0.2327579078053044,0.2327579078053044
2024-12-09,3.75,0.14319778260326338,0.14319778260326338
2024-12-10,2.25,-0.3941629686089828,-0.3941629686089828
2024-12-15,1.75,-0.5732832190130649,-0.5732832190130649
2024-12-16,1.75,-0.5732832190130649,-0.5732832190130649
2024-12-17,2.0,-0.4837230938110238,-0.4837230938110238
2024-12-18,2.5,-0.30460284340694177,-0.30460284340694177
2024-12-22,1.75,-0.5732832190130649,-0.5732832190130649
2024-12-23,1.25,-0.7524034694171469,-0.7524034694171469
2024-12-25,3.25,-0.03592246780081868,-0.03592246780081868
2024-12-26,2.0,-0.4837230938110238,-0.4837230938110238
2024-12-29,1.5,-0.6628433442151058,-0.6628433442151058
2024-12-30,2.0,-0.4837230938110238,-0.4837230938110238
2025-01-01,3.25,-0.03592246780081868,-0.03592246780081868
2025-01-02,2.0,-0.4837230938110238,-0.4837230938110238
2025-01-05,3.5,0.05363765740122234,0.05363765740122234
2025-01-06,2.75,-0.21504271820490073,-0.21504271820490073
2025-01-07,2.0,-0.4837230938110238,-0.4837230938110238
2025-01-08,3.0,-0.12548259300285972,-0.12548259300285972
2025-01-09,2.25,-0.3941629686089828,-0.3941629686089828
2025-01-12,4.25,0.3223180330073454,0.3223180330073454
2025-01-13,2.5,-0.30460284340694177,-0.30460284340694177
2025-01-16,1.5,-0.6628433442151058,-0.6628433442151058
2025-01-19,2.25,-0.3941629686089828,-0.3941629686089828
2025-01-20,6.0,0.9492389094216326,0.9492389094216326
2025-01-21,2.25,-0.3941629686089828,-0.3941629686089828
2025-01-22,1.5,-0.6628433442151058,-0.6628433442151058
2025-01-23,3.75,0.14319778260326338,0.14319778260326338
2025-01-26,4.0,0.2327579078053044,0.2327579078053044
2025-01-27,3.0,-0.12548259300285972,-0.12548259300285972
2025-01-28,2.25,-0.3941629686089828,-0.3941629686089828
2025-01-29,2.25,-0.3941629686089828,-0.3941629686089828
2025-02-02,9.5,2.203080662250207,2.203080662250207
2025-02-03,2.25,-0.3941629686089828,-0.3941629686089828
2025-02-04,2.25,-0.3941629686089828,-0.3941629686089828
2025-02-05,1.75,-0.5732832190130649,-0.5732832190130649
2025-02-06,2.0,-0.4837230938110238,-0.4837230938110238
2025-02-09,2.75,-0.21504271820490073,-0.21504271820490073
2025-02-10,1.75,-0.5732832190130649,-0.5732832190130649
2025-02-11,3.0,-0.12548259300285972,-0.12548259300285972
2025-02-16,2.75,-0.21504271820490073,-0.21504271820490073
2025-02-17,3.25,-0.03592246780081868,-0.03592246780081868
2025-02-18,1.5,-0.6628433442151058,-0.6628433442151058
2025-02-19,2.5,-0.30460284340694177,-0.30460284340694177
2025-02-20,2.75,-0.21504271820490073,-0.21504271820490073
2025-02-23,1.5,-0.6628433442151058,-0.6628433442151058
2025-02-24,3.5,0.05363765740122234,0.05363765740122234
2025-02-25,4.75,0.5014382834114275,0.5014382834114275
2025-02-26,3.0,-0.12548259300285972,-0.12548259300285972
2025-03-02,3.0,-0.12548259300285972,-0.12548259300285972
2025-03-03,5.75,0.8596787842195915,0.8596787842195915
2025-03-04,5.25,0.6805585338155096,0.6805585338155096
2025-03-05,5.75,0.8596787842195915,0.8596787842195915
2025-03-06,3.5,0.05363765740122234,0.05363765740122234
2025-03-09,4.0,0.2327579078053044,0.2327579078053044
2025-03-10,6.75,1.2179192850277556,1.2179192850277556
2025-03-11,2.75,-0.21504271820490073,-0.21504271820490073
2025-03-16,3.5,0.05363765740122234,0.05363765740122234
2025-03-17,2.75,-0.21504271820490073,-0.21504271820490073
2025-03-18,1.75,-0.5732832190130649,-0.5732832190130649
2025-03-19,2.25,-0.3941629686089828,-0.3941629686089828
2025-03-20,2.25,-0.3941629686089828,-0.3941629686089828
2025-03-23,3.0,-0.12548259300285972,-0.12548259300285972
2025-03-24,1.75,-0.5732832190130649,-0.5732832190130649
2025-03-25,2.25,-0.3941629686089828,-0.3941629686089828
2025-03-26,2.75,-0.21504271820490073,-0.21504271820490073
2025-03-30,5.75,0.8596787842195915,0.8596787842195915
2025-03-31,3.0,-0.12548259300285972,-0.12548259300285972
2025-04-01,3.25,-0.03592246780081868,-0.03592246780081868
2025-04-02,9.5,2.203080662250207,2.203080662250207
2025-04-03,9.25,2.113520537048166,2.113520537048166
2025-04-06,14.75,4.083843291493068,4.083843291493068
2025-04-07,8.75,1.934400286644084,1.934400286644084
2025-04-08,22.5,6.86020717275634,6.86020717275634
2025-04-09,10.75,2.650881288260412,2.650881288260412
2025-04-13,9.25,2.113520537048166,2.113520537048166
2025-04-14,4.25,0.3223180330073454,0.3223180330073454
2025-04-15,3.0,-0.12548259300285972,-0.12548259300285972
2025-04-16,5.25,0.6805585338155096,0.6805585338155096
2025-04-20,2.5,-0.30460284340694177,-0.30460284340694177
2025-04-21,3.0,-0.12548259300285972,-0.12548259300285972
2025-04-22,5.75,0.8596787842195915,0.8596787842195915
2025-04-23,3.25,-0.03592246780081868,-0.03592246780081868
2025-04-24,3.0,-0.12548259300285972,-0.12548259300285972
2025-04-27,2.25,-0.3941629686089828,-0.3941629686089828
2025-04-28,2.25,-0.3941629686089828,-0.3941629686089828
2025-04-29,2.5,-0.30460284340694177,-0.30460284340694177
2025-05-01,4.75,0.5014382834114275,0.5014382834114275
2025-05-04,3.5,0.05363765740122234,0.05363765740122234
2025-05-05,2.5,-0.30460284340694177,-0.30460284340694177
2025-05-06,3.5,0.05363765740122234,0.05363765740122234
2025-05-07,3.0,-0.12548259300285972,-0.12548259300285972
2025-05-08,3.0,-0.12548259300285972,-0.12548259300285972
2025-05-11,2.0,-0.4837230938110238,-0.4837230938110238
2025-05-12,3.0,-0.12548259300285972,-0.12548259300285972
2025-05-14,2.0,-0.4837230938110238,-0.4837230938110238
2025-05-18,5.25,0.6805585338155096,0.6805585338155096
2025-05-19,2.75,-0.21504271820490073,-0.21504271820490073
2025-05-20,5.25,0.6805585338155096,0.6805585338155096
2025-05-21,3.0,-0.12548259300285972,-0.12548259300285972
2025-05-22,2.75,-0.21504271820490073,-0.21504271820490073
2025-05-25,5.0,0.5909984086134685,0.5909984086134685
2025-05-26,3.25,-0.03592246780081868,-0.03592246780081868
2025-05-27,3.0,-0.12548259300285972,-0.12548259300285972
2025-05-28,6.5,1.1283591598257148,1.1283591598257148
2025-06-01,4.0,0.2327579078053044,0.2327579078053044
2025-06-02,2.25,-0.3941629686089828,-0.3941629686089828
2025-06-03,1.75,-0.5732832190130649,-0.5732832190130649
2025-06-04,2.25,-0.3941629686089828,-0.3941629686089828
2025-06-05,1.5,-0.6628433442151058,-0.6628433442151058
2025-06-08,3.0,-0.12548259300285972,-0.12548259300285972
2025-06-09,2.5,-0.30460284340694177,-0.30460284340694177
2025-06-10,2.5,-0.30460284340694177,-0.30460284340694177
2025-06-15,4.0,0.2327579078053044,0.2327579078053044
2025-06-16,3.75,0.14319778260326338,0.14319778260326338
2025-06-17,3.25,-0.03592246780081868,-0.03592246780081868
2025-06-18,3.25,-0.03592246780081868,-0.03592246780081868
2025-06-19,1.75,-0.5732832190130649,-0.5732832190130649
2025-06-22,5.25,0.6805585338155096,0.6805585338155096
2025-06-23,2.25,-0.3941629686089828,-0.3941629686089828
2025-06-24,1.25,-0.7524034694171469,-0.7524034694171469
2025-06-25,2.75,-0.21504271820490073,-0.21504271820490073
2025-06-29,2.5,-0.30460284340694177,-0.30460284340694177
2025-06-30,3.0,-0.12548259300285972,-0.12548259300285972
2025-07-01,1.5,-0.6628433442151058,-0.6628433442151058
2025-07-02,2.5,-0.30460284340694177,-0.30460284340694177
2025-07-06,2.0,-0.4837230938110238,-0.4837230938110238
2025-07-07,2.0,-0.4837230938110238,-0.4837230938110238
2025-07-08,1.75,-0.5732832190130649,-0.5732832190130649
2025-07-09,2.5,-0.30460284340694177,-0.30460284340694177
2025-07-10,2.75,-0.21504271820490073,-0.21504271820490073
2025-07-13,0.0,-1.200204095427352,-1.200204095427352
2025-07-14,2.25,-0.3941629686089828,-0.3941629686089828
2025-07-17,2.25,-0.3941629686089828,-0.3941629686089828
2025-07-20,0.0,-1.200204095427352,-1.200204095427352
2025-07-21,1.5,-0.6628433442151058,-0.6628433442151058
2025-07-22,2.0,-0.4837230938110238,-0.4837230938110238
2025-07-23,2.0,-0.4837230938110238,-0.4837230938110238
2025-07-24,1.25,-0.7524034694171469,-0.7524034694171469
